periode_pengujian,nama_lokasi,parameter,satuan,nilai,indeks_pencemaran
Periode 1, Ancol ,Zat Padat Terlarut,(mg/L),980,5.25
Periode 1, Ancol ,Kekeruhan,NTU,11.3,5.25
Periode 1, Ancol ,Besi (Fe),(mg/L),0.08,5.25
Periode 1, Ancol ,Fluorida,(mg/L),0.56,5.25
Periode 1, Ancol ,Total Hardness,(mg/L),66.67,5.25
Periode 1, Ancol ,Chlorida,(mg/L),346.85,5.25
Periode 1, Ancol ,Mangan (Mn),(mg/L),0.05,5.25
Periode 1, Ancol ,Nitrat,(mg/L),0.14,5.25
Periode 1, Ancol ,Nitrit,(mg/L),0.005,5.25
Periode 1, Ancol ,Ph,(mg/L),7.6,5.25
Periode 1, Ancol ,Seng (Zn),(mg/L),0.04,5.25
Periode 1, Ancol ,Sulfat,(mg/L),16.28,5.25
Periode 1, Ancol ,Senyawa Aktif Biru Metilen,(mg/L),0.04,5.25
Periode 1, Ancol ,Organik (KMnO4),(mg/L),25.43,5.25
Periode 1, Ancol ,Suhu,(Celcius),24.1,5.25
Periode 1, Ancol ,Bakteri Koli,(Jlm/100mL),0,5.25
Periode 1, Padeamngan Barat ,Zat Padat Terlarut,(mg/L),208,2.71
Periode 1, Padeamngan Barat ,Kekeruhan,NTU,1.2,2.71
Periode 1, Padeamngan Barat ,Besi (Fe),(mg/L),0.12,2.71
Periode 1, Padeamngan Barat ,Fluorida,(mg/L),0.39,2.71
Periode 1, Padeamngan Barat ,Total Hardness,(mg/L),137.5,2.71
Periode 1, Padeamngan Barat ,Chlorida,(mg/L),26.61,2.71
Periode 1, Padeamngan Barat ,Mangan (Mn),(mg/L),0.05,2.71
Periode 1, Padeamngan Barat ,Nitrat,(mg/L),0.27,2.71
Periode 1, Padeamngan Barat ,Nitrit,(mg/L),0.34,2.71
Periode 1, Padeamngan Barat ,Ph,(mg/L),7.4,2.71
Periode 1, Padeamngan Barat ,Seng (Zn),(mg/L),0.04,2.71
Periode 1, Padeamngan Barat ,Sulfat,(mg/L),56.31,2.71
Periode 1, Padeamngan Barat ,Senyawa Aktif Biru Metilen,(mg/L),0.03,2.71
Periode 1, Padeamngan Barat ,Organik (KMnO4),(mg/L),8.38,2.71
Periode 1, Padeamngan Barat ,Suhu,(Celcius),24.1,2.71
Periode 1, Padeamngan Barat ,Bakteri Koli,(Jlm/100mL),1600,2.71
Periode 1, Pademangan Timur ,Zat Padat Terlarut,(mg/L),1044,5.16
Periode 1, Pademangan Timur ,Kekeruhan,NTU,2.2,5.16
Periode 1, Pademangan Timur ,Besi (Fe),(mg/L),0.08,5.16
Periode 1, Pademangan Timur ,Fluorida,(mg/L),1.08,5.16
Periode 1, Pademangan Timur ,Total Hardness,(mg/L),216.67,5.16
Periode 1, Pademangan Timur ,Chlorida,(mg/L),394.36,5.16
Periode 1, Pademangan Timur ,Mangan (Mn),(mg/L),0.05,5.16
Periode 1, Pademangan Timur ,Nitrat,(mg/L),0.37,5.16
Periode 1, Pademangan Timur ,Nitrit,(mg/L),0.9,5.16
Periode 1, Pademangan Timur ,Ph,(mg/L),7.8,5.16
Periode 1, Pademangan Timur ,Seng (Zn),(mg/L),0.01,5.16
Periode 1, Pademangan Timur ,Sulfat,(mg/L),58.91,5.16
Periode 1, Pademangan Timur ,Senyawa Aktif Biru Metilen,(mg/L),0.11,5.16
Periode 1, Pademangan Timur ,Organik (KMnO4),(mg/L),11.79,5.16
Periode 1, Pademangan Timur ,Suhu,(Celcius),24.1,5.16
Periode 1, Pademangan Timur ,Bakteri Koli,(Jlm/100mL),100,5.16
Periode 1, Gading Barat ,Zat Padat Terlarut,(mg/L),744,1.78
Periode 1, Gading Barat ,Kekeruhan,NTU,0.2,1.78
Periode 1, Gading Barat ,Besi (Fe),(mg/L),0.08,1.78
Periode 1, Gading Barat ,Fluorida,(mg/L),0.97,1.78
Periode 1, Gading Barat ,Total Hardness,(mg/L),112.5,1.78
Periode 1, Gading Barat ,Chlorida,(mg/L),123.54,1.78
Periode 1, Gading Barat ,Mangan (Mn),(mg/L),0.05,1.78
Periode 1, Gading Barat ,Nitrat,(mg/L),0.32,1.78
Periode 1, Gading Barat ,Nitrit,(mg/L),0.005,1.78
Periode 1, Gading Barat ,Ph,(mg/L),8,1.78
Periode 1, Gading Barat ,Seng (Zn),(mg/L),0.01,1.78
Periode 1, Gading Barat ,Sulfat,(mg/L),139.58,1.78
Periode 1, Gading Barat ,Senyawa Aktif Biru Metilen,(mg/L),0.04,1.78
Periode 1, Gading Barat ,Organik (KMnO4),(mg/L),0.4,1.78
Periode 1, Gading Barat ,Suhu,(Celcius),24,1.78
Periode 1, Gading Barat ,Bakteri Koli,(Jlm/100mL),0,1.78
Periode 1, Gading Timur ,Zat Padat Terlarut,(mg/L),393,1.18
Periode 1, Gading Timur ,Kekeruhan,NTU,0.2,1.18
Periode 1, Gading Timur ,Besi (Fe),(mg/L),0.08,1.18
Periode 1, Gading Timur ,Fluorida,(mg/L),0.62,1.18
Periode 1, Gading Timur ,Total Hardness,(mg/L),58.33,1.18
Periode 1, Gading Timur ,Chlorida,(mg/L),59.87,1.18
Periode 1, Gading Timur ,Mangan (Mn),(mg/L),0.05,1.18
Periode 1, Gading Timur ,Nitrat,(mg/L),0.45,1.18
Periode 1, Gading Timur ,Nitrit,(mg/L),0.003,1.18
Periode 1, Gading Timur ,Ph,(mg/L),8,1.18
Periode 1, Gading Timur ,Seng (Zn),(mg/L),0.01,1.18
Periode 1, Gading Timur ,Sulfat,(mg/L),51.96,1.18
Periode 1, Gading Timur ,Senyawa Aktif Biru Metilen,(mg/L),0.14,1.18
Periode 1, Gading Timur ,Organik (KMnO4),(mg/L),1.87,1.18
Periode 1, Gading Timur ,Suhu,(Celcius),24.1,1.18
Periode 1, Gading Timur ,Bakteri Koli,(Jlm/100mL),0,1.18
Periode 1, Pegangsaan Dua ,Zat Padat Terlarut,(mg/L),497,1.59
Periode 1, Pegangsaan Dua ,Kekeruhan,NTU,0.01,1.59
Periode 1, Pegangsaan Dua ,Besi (Fe),(mg/L),0.08,1.59
Periode 1, Pegangsaan Dua ,Fluorida,(mg/L),0.65,1.59
Periode 1, Pegangsaan Dua ,Total Hardness,(mg/L),250,1.59
Periode 1, Pegangsaan Dua ,Chlorida,(mg/L),61.77,1.59
Periode 1, Pegangsaan Dua ,Mangan (Mn),(mg/L),0.06,1.59
Periode 1, Pegangsaan Dua ,Nitrat,(mg/L),0.13,1.59
Periode 1, Pegangsaan Dua ,Nitrit,(mg/L),0.007,1.59
Periode 1, Pegangsaan Dua ,Ph,(mg/L),7.9,1.59
Periode 1, Pegangsaan Dua ,Seng (Zn),(mg/L),0.01,1.59
Periode 1, Pegangsaan Dua ,Sulfat,(mg/L),61.41,1.59
Periode 1, Pegangsaan Dua ,Senyawa Aktif Biru Metilen,(mg/L),0.08,1.59
Periode 1, Pegangsaan Dua ,Organik (KMnO4),(mg/L),0.22,1.59
Periode 1, Pegangsaan Dua ,Suhu,(Celcius),24,1.59
Periode 1, Pegangsaan Dua ,Bakteri Koli,(Jlm/100mL),0,1.59
Periode 1, Cengkareng Barat ,Zat Padat Terlarut,(mg/L),951,4.65
Periode 1, Cengkareng Barat ,Kekeruhan,NTU,0.1,4.65
Periode 1, Cengkareng Barat ,Besi (Fe),(mg/L),0.08,4.65
Periode 1, Cengkareng Barat ,Fluorida,(mg/L),0.57,4.65
Periode 1, Cengkareng Barat ,Total Hardness,(mg/L),283.33,4.65
Periode 1, Cengkareng Barat ,Chlorida,(mg/L),208.27,4.65
Periode 1, Cengkareng Barat ,Mangan (Mn),(mg/L),1.39,4.65
Periode 1, Cengkareng Barat ,Nitrat,(mg/L),0.95,4.65
Periode 1, Cengkareng Barat ,Nitrit,(mg/L),0.007,4.65
Periode 1, Cengkareng Barat ,Ph,(mg/L),7.1,4.65
Periode 1, Cengkareng Barat ,Seng (Zn),(mg/L),0.07,4.65
Periode 1, Cengkareng Barat ,Sulfat,(mg/L),310.58,4.65
Periode 1, Cengkareng Barat ,Senyawa Aktif Biru Metilen,(mg/L),0.03,4.65
Periode 1, Cengkareng Barat ,Organik (KMnO4),(mg/L),1.51,4.65
Periode 1, Cengkareng Barat ,Suhu,(Celcius),24.8,4.65
Periode 1, Cengkareng Barat ,Bakteri Koli,(Jlm/100mL),0,4.65
Periode 1, cengkareng timur ,Zat Padat Terlarut,(mg/L),1430,4.21
Periode 1, cengkareng timur ,Kekeruhan,NTU,0.1,4.21
Periode 1, cengkareng timur ,Besi (Fe),(mg/L),0.08,4.21
Periode 1, cengkareng timur ,Fluorida,(mg/L),0.6,4.21
Periode 1, cengkareng timur ,Total Hardness,(mg/L),345.83,4.21
Periode 1, cengkareng timur ,Chlorida,(mg/L),386.78,4.21
Periode 1, cengkareng timur ,Mangan (Mn),(mg/L),0.58,4.21
Periode 1, cengkareng timur ,Nitrat,(mg/L),0.82,4.21
Periode 1, cengkareng timur ,Nitrit,(mg/L),0.132,4.21
Periode 1, cengkareng timur ,Ph,(mg/L),7.6,4.21
Periode 1, cengkareng timur ,Seng (Zn),(mg/L),0.06,4.21
Periode 1, cengkareng timur ,Sulfat,(mg/L),343.94,4.21
Periode 1, cengkareng timur ,Senyawa Aktif Biru Metilen,(mg/L),0.04,4.21
Periode 1, cengkareng timur ,Organik (KMnO4),(mg/L),1.09,4.21
Periode 1, cengkareng timur ,Suhu,(Celcius),24.8,4.21
Periode 1, cengkareng timur ,Bakteri Koli,(Jlm/100mL),0,4.21
Periode 1, Duri Kosambi ,Zat Padat Terlarut,(mg/L),229,0.68
Periode 1, Duri Kosambi ,Kekeruhan,NTU,0.2,0.68
Periode 1, Duri Kosambi ,Besi (Fe),(mg/L),0.08,0.68
Periode 1, Duri Kosambi ,Fluorida,(mg/L),0.41,0.68
Periode 1, Duri Kosambi ,Total Hardness,(mg/L),87.5,0.68
Periode 1, Duri Kosambi ,Chlorida,(mg/L),32.23,0.68
Periode 1, Duri Kosambi ,Mangan (Mn),(mg/L),0.05,0.68
Periode 1, Duri Kosambi ,Nitrat,(mg/L),1.12,0.68
Periode 1, Duri Kosambi ,Nitrit,(mg/L),0.004,0.68
Periode 1, Duri Kosambi ,Ph,(mg/L),8.1,0.68
Periode 1, Duri Kosambi ,Seng (Zn),(mg/L),0.03,0.68
Periode 1, Duri Kosambi ,Sulfat,(mg/L),43.51,0.68
Periode 1, Duri Kosambi ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.68
Periode 1, Duri Kosambi ,Organik (KMnO4),(mg/L),0.1,0.68
Periode 1, Duri Kosambi ,Suhu,(Celcius),24.5,0.68
Periode 1, Duri Kosambi ,Bakteri Koli,(Jlm/100mL),400,0.68
Periode 1, Kapuk ,Zat Padat Terlarut,(mg/L),500,4.40
Periode 1, Kapuk ,Kekeruhan,NTU,0.02,4.40
Periode 1, Kapuk ,Besi (Fe),(mg/L),0.08,4.40
Periode 1, Kapuk ,Fluorida,(mg/L),0.67,4.40
Periode 1, Kapuk ,Total Hardness,(mg/L),300,4.40
Periode 1, Kapuk ,Chlorida,(mg/L),64.46,4.40
Periode 1, Kapuk ,Mangan (Mn),(mg/L),0.91,4.40
Periode 1, Kapuk ,Nitrat,(mg/L),1.34,4.40
Periode 1, Kapuk ,Nitrit,(mg/L),0.35,4.40
Periode 1, Kapuk ,Ph,(mg/L),7.9,4.40
Periode 1, Kapuk ,Seng (Zn),(mg/L),1.19,4.40
Periode 1, Kapuk ,Sulfat,(mg/L),100.41,4.40
Periode 1, Kapuk ,Senyawa Aktif Biru Metilen,(mg/L),0.03,4.40
Periode 1, Kapuk ,Organik (KMnO4),(mg/L),6.41,4.40
Periode 1, Kapuk ,Suhu,(Celcius),24.4,4.40
Periode 1, Kapuk ,Bakteri Koli,(Jlm/100mL),0,4.40
Periode 1, Kali Angke ,Zat Padat Terlarut,(mg/L),1200,7.66
Periode 1, Kali Angke ,Kekeruhan,NTU,4.3,7.66
Periode 1, Kali Angke ,Besi (Fe),(mg/L),0.08,7.66
Periode 1, Kali Angke ,Fluorida,(mg/L),0.53,7.66
Periode 1, Kali Angke ,Total Hardness,(mg/L),1166.67,7.66
Periode 1, Kali Angke ,Chlorida,(mg/L),342.16,7.66
Periode 1, Kali Angke ,Mangan (Mn),(mg/L),0.91,7.66
Periode 1, Kali Angke ,Nitrat,(mg/L),0.36,7.66
Periode 1, Kali Angke ,Nitrit,(mg/L),0.027,7.66
Periode 1, Kali Angke ,Ph,(mg/L),8.1,7.66
Periode 1, Kali Angke ,Seng (Zn),(mg/L),0.02,7.66
Periode 1, Kali Angke ,Sulfat,(mg/L),56.62,7.66
Periode 1, Kali Angke ,Senyawa Aktif Biru Metilen,(mg/L),0.1,7.66
Periode 1, Kali Angke ,Organik (KMnO4),(mg/L),10.44,7.66
Periode 1, Kali Angke ,Suhu,(Celcius),24.3,7.66
Periode 1, Kali Angke ,Bakteri Koli,(Jlm/100mL),1600,7.66
Periode 1, Rawa Buaya ,Zat Padat Terlarut,(mg/L),511,3.07
Periode 1, Rawa Buaya ,Kekeruhan,NTU,2.1,3.07
Periode 1, Rawa Buaya ,Besi (Fe),(mg/L),0.08,3.07
Periode 1, Rawa Buaya ,Fluorida,(mg/L),0.55,3.07
Periode 1, Rawa Buaya ,Total Hardness,(mg/L),370.83,3.07
Periode 1, Rawa Buaya ,Chlorida,(mg/L),11.41,3.07
Periode 1, Rawa Buaya ,Mangan (Mn),(mg/L),0.74,3.07
Periode 1, Rawa Buaya ,Nitrat,(mg/L),3.76,3.07
Periode 1, Rawa Buaya ,Nitrit,(mg/L),0.024,3.07
Periode 1, Rawa Buaya ,Ph,(mg/L),8,3.07
Periode 1, Rawa Buaya ,Seng (Zn),(mg/L),0.18,3.07
Periode 1, Rawa Buaya ,Sulfat,(mg/L),136.77,3.07
Periode 1, Rawa Buaya ,Senyawa Aktif Biru Metilen,(mg/L),0.04,3.07
Periode 1, Rawa Buaya ,Organik (KMnO4),(mg/L),0.06,3.07
Periode 1, Rawa Buaya ,Suhu,(Celcius),24.3,3.07
Periode 1, Rawa Buaya ,Bakteri Koli,(Jlm/100mL),0,3.07
Periode 1, Grogol ,Zat Padat Terlarut,(mg/L),433,0.88
Periode 1, Grogol ,Kekeruhan,NTU,1.2,0.88
Periode 1, Grogol ,Besi (Fe),(mg/L),0.08,0.88
Periode 1, Grogol ,Fluorida,(mg/L),0.4,0.88
Periode 1, Grogol ,Total Hardness,(mg/L),33.33,0.88
Periode 1, Grogol ,Chlorida,(mg/L),104.13,0.88
Periode 1, Grogol ,Mangan (Mn),(mg/L),0.05,0.88
Periode 1, Grogol ,Nitrat,(mg/L),0.27,0.88
Periode 1, Grogol ,Nitrit,(mg/L),0.006,0.88
Periode 1, Grogol ,Ph,(mg/L),7.4,0.88
Periode 1, Grogol ,Seng (Zn),(mg/L),0.01,0.88
Periode 1, Grogol ,Sulfat,(mg/L),54.35,0.88
Periode 1, Grogol ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.88
Periode 1, Grogol ,Organik (KMnO4),(mg/L),0.06,0.88
Periode 1, Grogol ,Suhu,(Celcius),22.8,0.88
Periode 1, Grogol ,Bakteri Koli,(Jlm/100mL),"9,2 x 103",0.88
Periode 1, Jelambar ,Zat Padat Terlarut,(mg/L),407,1.14
Periode 1, Jelambar ,Kekeruhan,NTU,0.4,1.14
Periode 1, Jelambar ,Besi (Fe),(mg/L),0.08,1.14
Periode 1, Jelambar ,Fluorida,(mg/L),0.5,1.14
Periode 1, Jelambar ,Total Hardness,(mg/L),42.55,1.14
Periode 1, Jelambar ,Chlorida,(mg/L),59.51,1.14
Periode 1, Jelambar ,Mangan (Mn),(mg/L),0.05,1.14
Periode 1, Jelambar ,Nitrat,(mg/L),0.57,1.14
Periode 1, Jelambar ,Nitrit,(mg/L),0.007,1.14
Periode 1, Jelambar ,Ph,(mg/L),8.1,1.14
Periode 1, Jelambar ,Seng (Zn),(mg/L),0.01,1.14
Periode 1, Jelambar ,Sulfat,(mg/L),104.7,1.14
Periode 1, Jelambar ,Senyawa Aktif Biru Metilen,(mg/L),0.05,1.14
Periode 1, Jelambar ,Organik (KMnO4),(mg/L),2.01,1.14
Periode 1, Jelambar ,Suhu,(Celcius),22.6,1.14
Periode 1, Jelambar ,Bakteri Koli,(Jlm/100mL),2200,1.14
Periode 1, Jelambar Baru ,Zat Padat Terlarut,(mg/L),448,1.83
Periode 1, Jelambar Baru ,Kekeruhan,NTU,0.3,1.83
Periode 1, Jelambar Baru ,Besi (Fe),(mg/L),0.08,1.83
Periode 1, Jelambar Baru ,Fluorida,(mg/L),0.88,1.83
Periode 1, Jelambar Baru ,Total Hardness,(mg/L),153.19,1.83
Periode 1, Jelambar Baru ,Chlorida,(mg/L),59.51,1.83
Periode 1, Jelambar Baru ,Mangan (Mn),(mg/L),0.05,1.83
Periode 1, Jelambar Baru ,Nitrat,(mg/L),0.52,1.83
Periode 1, Jelambar Baru ,Nitrit,(mg/L),0.023,1.83
Periode 1, Jelambar Baru ,Ph,(mg/L),8.1,1.83
Periode 1, Jelambar Baru ,Seng (Zn),(mg/L),0.01,1.83
Periode 1, Jelambar Baru ,Sulfat,(mg/L),65.62,1.83
Periode 1, Jelambar Baru ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.83
Periode 1, Jelambar Baru ,Organik (KMnO4),(mg/L),2.96,1.83
Periode 1, Jelambar Baru ,Suhu,(Celcius),22.6,1.83
Periode 1, Jelambar Baru ,Bakteri Koli,(Jlm/100mL),0,1.83
Periode 1, Tanjung Duren Utara ,Zat Padat Terlarut,(mg/L),282,2.97
Periode 1, Tanjung Duren Utara ,Kekeruhan,NTU,25.3,2.97
Periode 1, Tanjung Duren Utara ,Besi (Fe),(mg/L),1.1,2.97
Periode 1, Tanjung Duren Utara ,Fluorida,(mg/L),0.17,2.97
Periode 1, Tanjung Duren Utara ,Total Hardness,(mg/L),157.45,2.97
Periode 1, Tanjung Duren Utara ,Chlorida,(mg/L),36.69,2.97
Periode 1, Tanjung Duren Utara ,Mangan (Mn),(mg/L),0.24,2.97
Periode 1, Tanjung Duren Utara ,Nitrat,(mg/L),0.78,2.97
Periode 1, Tanjung Duren Utara ,Nitrit,(mg/L),0.011,2.97
Periode 1, Tanjung Duren Utara ,Ph,(mg/L),7.4,2.97
Periode 1, Tanjung Duren Utara ,Seng (Zn),(mg/L),0.01,2.97
Periode 1, Tanjung Duren Utara ,Sulfat,(mg/L),62.36,2.97
Periode 1, Tanjung Duren Utara ,Senyawa Aktif Biru Metilen,(mg/L),0.07,2.97
Periode 1, Tanjung Duren Utara ,Organik (KMnO4),(mg/L),2.07,2.97
Periode 1, Tanjung Duren Utara ,Suhu,(Celcius),23,2.97
Periode 1, Tanjung Duren Utara ,Bakteri Koli,(Jlm/100mL),200,2.97
Periode 1, Wijaya Kusuma ,Zat Padat Terlarut,(mg/L),631,1.23
Periode 1, Wijaya Kusuma ,Kekeruhan,NTU,0.02,1.23
Periode 1, Wijaya Kusuma ,Besi (Fe),(mg/L),0.16,1.23
Periode 1, Wijaya Kusuma ,Fluorida,(mg/L),0.35,1.23
Periode 1, Wijaya Kusuma ,Total Hardness,(mg/L),42.55,1.23
Periode 1, Wijaya Kusuma ,Chlorida,(mg/L),12.4,1.23
Periode 1, Wijaya Kusuma ,Mangan (Mn),(mg/L),0.05,1.23
Periode 1, Wijaya Kusuma ,Nitrat,(mg/L),0.09,1.23
Periode 1, Wijaya Kusuma ,Nitrit,(mg/L),0.003,1.23
Periode 1, Wijaya Kusuma ,Ph,(mg/L),7.8,1.23
Periode 1, Wijaya Kusuma ,Seng (Zn),(mg/L),0.05,1.23
Periode 1, Wijaya Kusuma ,Sulfat,(mg/L),111.77,1.23
Periode 1, Wijaya Kusuma ,Senyawa Aktif Biru Metilen,(mg/L),0.1,1.23
Periode 1, Wijaya Kusuma ,Organik (KMnO4),(mg/L),2.1,1.23
Periode 1, Wijaya Kusuma ,Suhu,(Celcius),23.1,1.23
Periode 1, Wijaya Kusuma ,Bakteri Koli,(Jlm/100mL),"2,08 x 104",1.23
Periode 1, Tomang ,Zat Padat Terlarut,(mg/L),320,3.60
Periode 1, Tomang ,Kekeruhan,NTU,1.7,3.60
Periode 1, Tomang ,Besi (Fe),(mg/L),0.16,3.60
Periode 1, Tomang ,Fluorida,(mg/L),0.32,3.60
Periode 1, Tomang ,Total Hardness,(mg/L),217.02,3.60
Periode 1, Tomang ,Chlorida,(mg/L),69.42,3.60
Periode 1, Tomang ,Mangan (Mn),(mg/L),0.43,3.60
Periode 1, Tomang ,Nitrat,(mg/L),1.48,3.60
Periode 1, Tomang ,Nitrit,(mg/L),0.425,3.60
Periode 1, Tomang ,Ph,(mg/L),7.2,3.60
Periode 1, Tomang ,Seng (Zn),(mg/L),0.03,3.60
Periode 1, Tomang ,Sulfat,(mg/L),94.73,3.60
Periode 1, Tomang ,Senyawa Aktif Biru Metilen,(mg/L),0.1,3.60
Periode 1, Tomang ,Organik (KMnO4),(mg/L),6.56,3.60
Periode 1, Tomang ,Suhu,(Celcius),22.6,3.60
Periode 1, Tomang ,Bakteri Koli,(Jlm/100mL),900,3.60
Periode 1, Tanjung Duren Selatan ,Zat Padat Terlarut,(mg/L),368,0.96
Periode 1, Tanjung Duren Selatan ,Kekeruhan,NTU,0.2,0.96
Periode 1, Tanjung Duren Selatan ,Besi (Fe),(mg/L),0.08,0.96
Periode 1, Tanjung Duren Selatan ,Fluorida,(mg/L),0.16,0.96
Periode 1, Tanjung Duren Selatan ,Total Hardness,(mg/L),83.33,0.96
Periode 1, Tanjung Duren Selatan ,Chlorida,(mg/L),44.63,0.96
Periode 1, Tanjung Duren Selatan ,Mangan (Mn),(mg/L),0.05,0.96
Periode 1, Tanjung Duren Selatan ,Nitrat,(mg/L),1.4,0.96
Periode 1, Tanjung Duren Selatan ,Nitrit,(mg/L),0.003,0.96
Periode 1, Tanjung Duren Selatan ,Ph,(mg/L),7.9,0.96
Periode 1, Tanjung Duren Selatan ,Seng (Zn),(mg/L),0.07,0.96
Periode 1, Tanjung Duren Selatan ,Sulfat,(mg/L),45.53,0.96
Periode 1, Tanjung Duren Selatan ,Senyawa Aktif Biru Metilen,(mg/L),0.04,0.96
Periode 1, Tanjung Duren Selatan ,Organik (KMnO4),(mg/L),0.46,0.96
Periode 1, Tanjung Duren Selatan ,Suhu,(Celcius),24,0.96
Periode 1, Tanjung Duren Selatan ,Bakteri Koli,(Jlm/100mL),100,0.96
Periode 1, Glodok  ,Zat Padat Terlarut,(mg/L),1960,4.95
Periode 1, Glodok  ,Kekeruhan,NTU,6.8,4.95
Periode 1, Glodok  ,Besi (Fe),(mg/L),0.49,4.95
Periode 1, Glodok  ,Fluorida,(mg/L),0.68,4.95
Periode 1, Glodok  ,Total Hardness,(mg/L),208.51,4.95
Periode 1, Glodok  ,Chlorida,(mg/L),809.47,4.95
Periode 1, Glodok  ,Mangan (Mn),(mg/L),0.32,4.95
Periode 1, Glodok  ,Nitrat,(mg/L),0.03,4.95
Periode 1, Glodok  ,Nitrit,(mg/L),0.003,4.95
Periode 1, Glodok  ,Ph,(mg/L),7.8,4.95
Periode 1, Glodok  ,Seng (Zn),(mg/L),0.01,4.95
Periode 1, Glodok  ,Sulfat,(mg/L),255.07,4.95
Periode 1, Glodok  ,Senyawa Aktif Biru Metilen,(mg/L),0.14,4.95
Periode 1, Glodok  ,Organik (KMnO4),(mg/L),8.28,4.95
Periode 1, Glodok  ,Suhu,(Celcius),21.9,4.95
Periode 1, Glodok  ,Bakteri Koli,(Jlm/100mL),0,4.95
Periode 1, Keagungan ,Zat Padat Terlarut,(mg/L),175,1.41
Periode 1, Keagungan ,Kekeruhan,NTU,0.5,1.41
Periode 1, Keagungan ,Besi (Fe),(mg/L),0.08,1.41
Periode 1, Keagungan ,Fluorida,(mg/L),0.32,1.41
Periode 1, Keagungan ,Total Hardness,(mg/L),106.38,1.41
Periode 1, Keagungan ,Chlorida,(mg/L),18.72,1.41
Periode 1, Keagungan ,Mangan (Mn),(mg/L),0.05,1.41
Periode 1, Keagungan ,Nitrat,(mg/L),1.12,1.41
Periode 1, Keagungan ,Nitrit,(mg/L),0.003,1.41
Periode 1, Keagungan ,Ph,(mg/L),7.9,1.41
Periode 1, Keagungan ,Seng (Zn),(mg/L),0.09,1.41
Periode 1, Keagungan ,Sulfat,(mg/L),32.38,1.41
Periode 1, Keagungan ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.41
Periode 1, Keagungan ,Organik (KMnO4),(mg/L),3.85,1.41
Periode 1, Keagungan ,Suhu,(Celcius),21.9,1.41
Periode 1, Keagungan ,Bakteri Koli,(Jlm/100mL),0,1.41
Periode 1, Krukut ,Zat Padat Terlarut,(mg/L),620,2.95
Periode 1, Krukut ,Kekeruhan,NTU,1.4,2.95
Periode 1, Krukut ,Besi (Fe),(mg/L),0.1,2.95
Periode 1, Krukut ,Fluorida,(mg/L),0.45,2.95
Periode 1, Krukut ,Total Hardness,(mg/L),200,2.95
Periode 1, Krukut ,Chlorida,(mg/L),141.66,2.95
Periode 1, Krukut ,Mangan (Mn),(mg/L),0.18,2.95
Periode 1, Krukut ,Nitrat,(mg/L),1.01,2.95
Periode 1, Krukut ,Nitrit,(mg/L),0.007,2.95
Periode 1, Krukut ,Ph,(mg/L),8.6,2.95
Periode 1, Krukut ,Seng (Zn),(mg/L),0.53,2.95
Periode 1, Krukut ,Sulfat,(mg/L),43.33,2.95
Periode 1, Krukut ,Senyawa Aktif Biru Metilen,(mg/L),0.03,2.95
Periode 1, Krukut ,Organik (KMnO4),(mg/L),8.4,2.95
Periode 1, Krukut ,Suhu,(Celcius),21.9,2.95
Periode 1, Krukut ,Bakteri Koli,(Jlm/100mL),1 x 104,2.95
Periode 1, Mangga Besar ,Zat Padat Terlarut,(mg/L),55,7.24
Periode 1, Mangga Besar ,Kekeruhan,NTU,1.1,7.24
Periode 1, Mangga Besar ,Besi (Fe),(mg/L),0.18,7.24
Periode 1, Mangga Besar ,Fluorida,(mg/L),0.48,7.24
Periode 1, Mangga Besar ,Total Hardness,(mg/L),276.6,7.24
Periode 1, Mangga Besar ,Chlorida,(mg/L),70.83,7.24
Periode 1, Mangga Besar ,Mangan (Mn),(mg/L),0.46,7.24
Periode 1, Mangga Besar ,Nitrat,(mg/L),0.3,7.24
Periode 1, Mangga Besar ,Nitrit,(mg/L),1.41,7.24
Periode 1, Mangga Besar ,Ph,(mg/L),8,7.24
Periode 1, Mangga Besar ,Seng (Zn),(mg/L),0.03,7.24
Periode 1, Mangga Besar ,Sulfat,(mg/L),37.3,7.24
Periode 1, Mangga Besar ,Senyawa Aktif Biru Metilen,(mg/L),0.03,7.24
Periode 1, Mangga Besar ,Organik (KMnO4),(mg/L),22.99,7.24
Periode 1, Mangga Besar ,Suhu,(Celcius),22,7.24
Periode 1, Mangga Besar ,Bakteri Koli,(Jlm/100mL),2x109,7.24
Periode 1, Maphar ,Zat Padat Terlarut,(mg/L),416,1.62
Periode 1, Maphar ,Kekeruhan,NTU,0.3,1.62
Periode 1, Maphar ,Besi (Fe),(mg/L),0.08,1.62
Periode 1, Maphar ,Fluorida,(mg/L),0.49,1.62
Periode 1, Maphar ,Total Hardness,(mg/L),42.55,1.62
Periode 1, Maphar ,Chlorida,(mg/L),131.54,1.62
Periode 1, Maphar ,Mangan (Mn),(mg/L),0.05,1.62
Periode 1, Maphar ,Nitrat,(mg/L),0.72,1.62
Periode 1, Maphar ,Nitrit,(mg/L),0.007,1.62
Periode 1, Maphar ,Ph,(mg/L),8.4,1.62
Periode 1, Maphar ,Seng (Zn),(mg/L),0.01,1.62
Periode 1, Maphar ,Sulfat,(mg/L),34.01,1.62
